271,1,23.859306,38.01184
271,2,23.859306,38.01184
271,3,23.858946,38.011889
271,4,23.858345,38.011958
271,5,23.857475,38.010898
271,6,23.857815,38.009139
271,7,23.857815,38.008449
271,8,23.857775,38.008388
271,9,23.857774,38.008349
271,10,23.857455,38.007998
271,11,23.857444,38.007988
271,12,23.857454,38.007796
271,13,23.858954,38.007495
271,14,23.861614,38.007045
271,15,23.864844,38.006397
271,16,23.867384,38.005565
271,17,23.867483,38.003387
271,18,23.866613,38.001209
271,19,23.865883,37.999488
271,20,23.865343,37.998637
271,21,23.865324,37.998607
271,22,23.867064,37.997615
271,23,23.871193,37.995673
271,24,23.874523,37.992564
271,25,23.878613,37.989856
271,26,23.880602,37.989277
271,27,23.881351,37.990028
271,28,23.881351,37.990199
271,29,23.881462,37.990131
271,30,23.881813,37.990451
271,31,23.881813,37.990451
271,32,23.881973,37.990551
271,33,23.881914,37.99055
271,34,23.881954,37.99055
271,35,23.881994,37.990409
271,36,23.881393,37.990107
271,37,23.881393,37.990097
271,38,23.881273,37.989917
271,39,23.880934,37.989547
271,40,23.880903,37.989535
271,41,23.880284,37.989036
271,42,23.879383,37.989486
271,43,23.877833,37.990455
271,44,23.875832,37.991774
271,45,23.874672,37.992324
271,46,23.873522,37.990813
271,47,23.872051,37.989833
271,48,23.869871,37.990745
271,49,23.87067,37.991466
271,50,23.87224,37.993296
271,51,23.870239,37.995498
271,52,23.870229,37.996009
271,53,23.867911,37.99721
271,54,23.864941,37.99882
271,55,23.86202,38
271,56,23.85878,38.002009
271,57,23.857839,38.004168
271,58,23.858389,38.006789
271,59,23.858539,38.00724
271,60,23.858539,38.007228
271,61,23.858589,38.007319
271,62,23.859588,38.007301
271,63,23.86044,38.007209
271,64,23.860659,38.00743
271,65,23.860908,38.008899
271,66,23.861229,38.010737
271,67,23.860699,38.012409
271,68,23.860359,38.013419
271,69,23.86034,38.0154
271,70,23.86045,38.01836
271,71,23.860431,38.019508
271,72,23.860351,38.019588
271,73,23.860321,38.020107
271,74,23.860191,38.020594
271,75,23.860173,38.021136
271,76,23.860012,38.021838
271,77,23.859942,38.02222
271,78,23.859732,38.022979
271,79,23.859611,38.023029
271,80,23.859531,38.023658
271,81,23.859482,38.023757
271,82,23.858841,38.024028
271,83,23.85573,38.024719
271,84,23.8545,38.024779
271,85,23.85387,38.025008
271,86,23.853691,38.025088
271,87,23.853062,38.025309
271,88,23.852561,38.025482
271,89,23.852522,38.025802
271,90,23.852941,38.026401
271,91,23.85337,38.027271
271,92,23.85412,38.028472
271,93,23.85396,38.029243
271,94,23.853331,38.029255
271,95,23.851551,38.027762
271,96,23.850262,38.026313
271,97,23.850141,38.026264
271,98,23.848202,38.026905
271,99,23.844952,38.028674
271,100,23.843842,38.028163
271,101,23.842541,38.027393
271,102,23.839571,38.028644
271,103,23.837662,38.029503
271,104,23.837232,38.029674
271,105,23.836872,38.029224
271,106,23.835931,38.027915
271,107,23.835692,38.027637
271,108,23.834701,38.026618
271,109,23.834042,38.026008
271,110,23.833222,38.024997
271,111,23.832601,38.025378
271,112,23.831711,38.025977
271,113,23.830721,38.026508
271,114,23.829121,38.027537
271,115,23.828821,38.027759
271,116,23.823171,38.03266
271,117,23.822851,38.032772
271,118,23.822881,38.032741
271,119,23.822981,38.03252
271,120,23.82302,38.032329
271,121,23.822201,38.033019
271,122,23.820391,38.034617
271,123,23.82015,38.034767
271,124,23.8202,38.034648
271,125,23.82059,38.034316
271,126,23.820719,38.034206
271,127,23.820709,38.034217
271,128,23.820169,38.034778
271,129,23.82016,38.034777
271,130,23.820141,38.034777
271,131,23.82016,38.034896
271,132,23.820219,38.034896
271,133,23.820228,38.034896
271,134,23.819788,38.035056
271,135,23.819819,38.035056
271,136,23.819819,38.035056
271,137,23.819699,38.035174
271,138,23.819538,38.035316
271,139,23.819528,38.035315
271,140,23.819208,38.035724
271,141,23.819127,38.035774
271,142,23.817727,38.036933
271,143,23.814838,38.038444
271,144,23.813537,38.038852
271,145,23.813787,38.038753
271,146,23.814007,38.038703
271,147,23.814608,38.038482
271,148,23.814678,38.038471
271,149,23.814678,38.038471
271,150,23.814759,38.03844
271,151,23.816707,38.03754
271,152,23.819118,38.03577
271,153,23.820889,38.03413
271,154,23.822788,38.032409
271,155,23.823048,38.032188
271,156,23.823288,38.032546
271,157,23.823307,38.032527
271,158,23.829917,38.026965
271,159,23.831468,38.026035
271,160,23.832508,38.025504
271,161,23.832977,38.024783
271,162,23.834226,38.026195
271,163,23.834957,38.026844
271,164,23.836046,38.027965
271,165,23.836885,38.028315
271,166,23.839084,38.027446
271,167,23.841854,38.026156
271,168,23.843084,38.026477
271,169,23.846005,38.025386
271,170,23.847944,38.025146
271,171,23.848044,38.024947
271,172,23.847633,38.023978
271,173,23.848243,38.023818
271,174,23.848185,38.022888
271,175,23.848055,38.022666
271,176,23.847284,38.021598
271,177,23.846944,38.021159
271,178,23.848145,38.020752
271,179,23.850534,38.020751
271,180,23.851844,38.017779
271,181,23.853674,38.013629
271,182,23.855534,38.010669
